aco_flight_number,plot_datetime,study_area,users,plot_id,tube_name,pre_survey_notes,tare_weight_g,plot_type,cardinal,distance_m,sample_type,depth_timestamp,depth_final_cm,plug_cm,mass_tube_g,snow_depth,multi_core,multi_part_core_num,multi_core_num_copy,depth_cm_new,depth_cm_timestamp_new,plug_cm_copy,mass_tube_g_new,core_length_final,plot_features,core_features,depth_of_saturation,mass_final_g,depth_max,retrieval,swe_cm,density,sample_rating,notes,snow_pit_distance_from_centre,snow_pit_depth_above_ground,snow_pit_temperature,snow_pit_density,survey_end,Orthometric_Height,Ellipsoid_Height_m,Datum,Geoid_Model,Equipment_Used,Date_Surveyed,Notes,PPK_plan,easting,northing
1,5/10/2024 9:15,Cruickshank,"RW, LM, SM",N3O,MOE 1,New set of tubes,3490,Cardinal 10 m,NE,5,Depth,5/10/2024 9:42,234,,,234,,,,,,,,,O,,,,,,,,Good,,,,,,5/10/2024 10:13,,1401.2748,WGS84,,Stonex,3/16/2023,,RTK Fixed,328986.8443,5504644.464
1,5/10/2024 9:15,Cruickshank,"RW, LM, SM",N3O,MOE 1,New set of tubes,3490,Cardinal 10 m,NE,2.5,Depth,5/10/2024 9:42,239,,,239,,,,,,,,,O,,,,,,,,Good,,,,,,5/10/2024 10:13,,1401.2748,WGS84,,Stonex,3/16/2023,,RTK Fixed,328985.0743,5504642.694
1,5/10/2024 9:15,Cruickshank,"RW, LM, SM",N3O,MOE 1,New set of tubes,3490,Cardinal 10 m,SW,10,Depth,5/10/2024 9:44,223,,,223,,,,,,,,,O,,,,,,,,Good,,,,,,5/10/2024 10:13,,1401.2748,WGS84,,Stonex,3/16/2023,,RTK Fixed,328976.2343,5504633.854
1,5/10/2024 9:15,Cruickshank,"RW, LM, SM",N3O,MOE 1,New set of tubes,3490,Cardinal 10 m,SW,7.5,Depth,5/10/2024 9:44,226,,,226,,,,,,,,,O,,,,,,,,Good,,,,,,5/10/2024 10:13,,1401.2748,WGS84,,Stonex,3/16/2023,,RTK Fixed,328978.0043,5504635.624
1,5/10/2024 9:15,Cruickshank,"RW, LM, SM",N3O,MOE 1,New set of tubes,3490,Cardinal 10 m,SW,5,Depth,5/10/2024 9:44,255,,,255,,,,,,,,,O,,,,,,,,Good,,,,,,5/10/2024 10:13,,1401.2748,WGS84,,Stonex,3/16/2023,,RTK Fixed,328979.7643,5504637.384
1,5/10/2024 9:15,Cruickshank,"RW, LM, SM",N3O,MOE 1,New set of tubes,3490,Cardinal 10 m,SW,2.5,Depth,5/10/2024 9:45,250,,,250,,,,,,,,,O,,,,,,,,Good,,,,,,5/10/2024 10:13,,1401.2748,WGS84,,Stonex,3/16/2023,,RTK Fixed,328981.5343,5504639.154
1,5/10/2024 9:15,Cruickshank,"RW, LM, SM",N3O,MOE 1,New set of tubes,3490,Cardinal 10 m,N,10,Density,5/10/2024 9:45,,0,4600,280,yes,1a,1b,262,5/10/2024 9:48,4,4010,280,O,,,1630,280,100,145.249,0.519,Fair,Actual max depth is 262,,,,,5/10/2024 10:13,,1401.2748,WGS84,,Stonex,3/16/2023,,RTK Fixed,328983.3043,5504650.924
1,5/10/2024 9:15,Cruickshank,"RW, LM, SM",N3O,MOE 1,New set of tubes,3490,Cardinal 10 m,W,10,Depth,5/10/2024 9:54,196,,,196,,,,,,,,,O,,,,,,,,Good,,,,,,5/10/2024 10:13,,1401.2748,WGS84,,Stonex,3/16/2023,,RTK Fixed,328973.3043,5504640.924
1,5/10/2024 9:15,Cruickshank,"RW, LM, SM",N3O,MOE 1,New set of tubes,3490,Cardinal 10 m,W,7.5,Depth,5/10/2024 9:54,224,,,224,,,,,,,,,O,,,,,,,,Good,,,,,,5/10/2024 10:13,,1401.2748,WGS84,,Stonex,3/16/2023,,RTK Fixed,328975.8043,5504640.924
1,5/10/2024 9:15,Cruickshank,"RW, LM, SM",N3O,MOE 1,New set of tubes,3490,Cardinal 10 m,W,5,Depth,5/10/2024 9:54,228,,,228,,,,,,,,,O,,,,,,,,Good,,,,,,5/10/2024 10:13,,1401.2748,WGS84,,Stonex,3/16/2023,,RTK Fixed,328978.3043,5504640.924
1,5/10/2024 9:15,Cruickshank,"RW, LM, SM",N3O,MOE 1,New set of tubes,3490,Cardinal 10 m,W,2.5,Depth,5/10/2024 9:55,225,,,225,,,,,,,,,O,,,,,,,,Good,,,,,,5/10/2024 10:13,,1401.2748,WGS84,,Stonex,3/16/2023,,RTK Fixed,328980.8043,5504640.924
1,5/10/2024 9:15,Cruickshank,"RW, LM, SM",N3O,MOE 1,New set of tubes,3490,Cardinal 10 m,Centre,,Density,5/10/2024 9:55,,3,4780,245,no,,,,,,,208,O,,,1290,245,85,114.952,0.475,Good,,,,,,5/10/2024 10:13,,1401.2748,WGS84,,Stonex,3/16/2023,,RTK Fixed,,
1,5/10/2024 9:15,Cruickshank,"RW, LM, SM",N3O,MOE 1,New set of tubes,3490,Cardinal 10 m,E,10,Depth,5/10/2024 9:56,215,,,215,,,,,,,,,O,,,,,,,,Good,,,,,,5/10/2024 10:13,,1401.2748,WGS84,,Stonex,3/16/2023,,RTK Fixed,328993.3043,5504640.924
1,5/10/2024 9:15,Cruickshank,"RW, LM, SM",N3O,MOE 1,New set of tubes,3490,Cardinal 10 m,E,7.5,Depth,5/10/2024 9:57,207,,,207,,,,,,,,,O,,,,,,,,Good,,,,,,5/10/2024 10:13,,1401.2748,WGS84,,Stonex,3/16/2023,,RTK Fixed,328990.8043,5504640.924
1,5/10/2024 9:15,Cruickshank,"RW, LM, SM",N3O,MOE 1,New set of tubes,3490,Cardinal 10 m,E,5,Depth,5/10/2024 9:57,223,,,223,,,,,,,,,O,,,,,,,,Good,,,,,,5/10/2024 10:13,,1401.2748,WGS84,,Stonex,3/16/2023,,RTK Fixed,328988.3043,5504640.924
1,5/10/2024 9:15,Cruickshank,"RW, LM, SM",N3O,MOE 1,New set of tubes,3490,Cardinal 10 m,E,2.5,Depth,5/10/2024 9:57,225,,,225,,,,,,,,,O,,,,,,,,Good,,,,,,5/10/2024 10:13,,1401.2748,WGS84,,Stonex,3/16/2023,,RTK Fixed,328985.8043,5504640.924
1,5/10/2024 9:15,Cruickshank,"RW, LM, SM",N3O,MOE 1,New set of tubes,3490,Cardinal 10 m,W,10,Density,5/10/2024 9:58,,0,4420,178,,,,,,,,161,O,,,930,178,90,82.872,0.466,Good,,,,,,5/10/2024 10:13,,1401.2748,WGS84,,Stonex,3/16/2023,,RTK Fixed,328973.3043,5504640.924
1,5/10/2024 9:15,Cruickshank,"RW, LM, SM",N3O,MOE 1,New set of tubes,3490,Cardinal 10 m,S,10,Density,5/10/2024 10:06,,0,4670,225,no,,,,,,,210,O,,,1180,225,93,105.15,0.467,Good,,,,,,5/10/2024 10:13,,1401.2748,WGS84,,Stonex,3/16/2023,,RTK Fixed,328983.3043,5504630.924
1,5/10/2024 9:15,Cruickshank,"RW, LM, SM",N3O,MOE 1,New set of tubes,3490,Cardinal 10 m,E,10,Density,5/10/2024 10:10,,5,4360,195,no,,,,,,,185,O,,,870,195,95,77.526,0.408,Good,,,,,,5/10/2024 10:13,,1401.2748,WGS84,,Stonex,3/16/2023,,RTK Fixed,328993.3043,5504640.924
1,5/10/2024 14:50,Cruickshank,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",530,Cardinal 10 m,S,10,Depth,5/10/2024 14:57,52,,,52,,,,,,,,,O,,,,,,,,Good,200 (SSW) from center,,,,,5/10/2024 15:16,,0,,,,,,,0,-10
1,5/10/2024 14:50,Cruickshank,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",530,Cardinal 10 m,N,10,Depth,5/10/2024 14:58,14,,,14,,,,,,,,,O,,,,,,,,Good,Not on road,,,,,5/10/2024 15:16,,0,,,,,,,0,10
1,5/10/2024 14:50,Cruickshank,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",530,Cardinal 10 m,N,7.5,Density,5/10/2024 14:59,,0,680,26,no,,,,,,,22,O,,,150,26,85,13.367,0.514,Good,,,,,,5/10/2024 15:16,,0,,,,,,,0,7.5
1,5/10/2024 14:50,Cruickshank,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",530,Cardinal 10 m,N,5,Depth,5/10/2024 15:00,29,,,29,,,,,,,,,O,,,,,,,,Good,,,,,,5/10/2024 15:16,,0,,,,,,,0,5
1,5/10/2024 14:50,Cruickshank,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",530,Cardinal 10 m,N,2.5,Depth,5/10/2024 15:01,30,,,30,,,,,,,,,O,,,,,,,,Good,Not North,,,,,5/10/2024 15:16,,0,,,,,,,0,2.5
1,5/10/2024 14:50,Cruickshank,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",530,Cardinal 10 m,S,7.5,Depth,5/10/2024 15:01,52,,,52,,,,,,,,,O,,,,,,,,Good,,,,,,5/10/2024 15:16,,0,,,,,,,0,-7.5
1,5/10/2024 14:50,Cruickshank,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",530,Cardinal 10 m,S,5,Depth,5/10/2024 15:01,40,,,40,,,,,,,,,O,,,,,,,,Good,,,,,,5/10/2024 15:16,,0,,,,,,,0,-5
1,5/10/2024 14:50,Cruickshank,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",530,Cardinal 10 m,S,2.5,Depth,5/10/2024 15:01,46,,,46,,,,,,,,,O,,,,,,,,Good,,,,,,5/10/2024 15:16,,0,,,,,,,0,-2.5
1,5/10/2024 14:50,Cruickshank,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",530,Cardinal 10 m,W,10,Density,5/10/2024 15:03,,0,820,60,no,,,,,,,51,O,,,290,60,85,25.842,0.431,Good,290 azimuth,,,,,5/10/2024 15:16,,0,,,,,,,-10,0
1,5/10/2024 14:50,Cruickshank,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",530,Cardinal 10 m,E,10,Depth,5/10/2024 15:04,0,,,0,,,,,,,,,O,,,,,,,,Good,,,,,,5/10/2024 15:16,,0,,,,,,,10,0
1,5/10/2024 14:50,Cruickshank,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",530,Cardinal 10 m,E,7.5,Depth,5/10/2024 15:04,0,,,0,,,,,,,,,O,,,,,,,,Good,,,,,,5/10/2024 15:16,,0,,,,,,,7.5,0
1,5/10/2024 14:50,Cruickshank,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",530,Cardinal 10 m,E,5,Depth,5/10/2024 15:04,11,,,11,,,,,,,,,O,,,,,,,,Good,,,,,,5/10/2024 15:16,,0,,,,,,,5,0
1,5/10/2024 14:50,Cruickshank,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",530,Cardinal 10 m,E,2.5,Depth,5/10/2024 15:05,18,,,18,,,,,,,,,O,,,,,,,,Good,,,,,,5/10/2024 15:16,,0,,,,,,,2.5,0
1,5/10/2024 14:50,Cruickshank,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",530,Cardinal 10 m,W,2.5,Depth,5/10/2024 15:05,57,,,57,,,,,,,,,O,,,,,,,,Good,,,,,,5/10/2024 15:16,,0,,,,,,,-2.5,0
1,5/10/2024 14:50,Cruickshank,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",530,Cardinal 10 m,W,5,Depth,5/10/2024 15:05,84,,,84,,,,,,,,,O,,,,,,,,Good,,,,,,5/10/2024 15:16,,0,,,,,,,-5,0
1,5/10/2024 14:50,Cruickshank,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",530,Cardinal 10 m,S,10,Density,5/10/2024 15:05,,0,830,55,,,,,,,,51,O,,,300,55,93,26.733,0.486,Good,Not on road,,,,,5/10/2024 15:16,,0,,,,,,,0,-10
1,5/10/2024 14:50,Cruickshank,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",530,Cardinal 10 m,W,7.5,Depth,5/10/2024 15:07,67,,,67,,,,,,,,,O,,,,,,,,Good,,,,,,5/10/2024 15:16,,0,,,,,,,-7.5,0
1,5/10/2024 14:50,Cruickshank,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",530,Cardinal 10 m,W,10,Depth,5/10/2024 15:07,100,,,100,,,,,,,,,O,,,,,,,,Good,,,,,,5/10/2024 15:16,,0,,,,,,,-10,0
1,5/10/2024 14:50,Cruickshank,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",530,Cardinal 10 m,Centre,,Density,5/10/2024 15:07,,0,740,39,no,,,,,,,35,O,,,210,39,90,18.713,0.48,Good,,,,,,5/10/2024 15:16,,0,,,,,,,,
1,5/10/2024 14:50,Cruickshank,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",530,Cardinal 10 m,W,2.5,Density,5/10/2024 15:08,,0,810,53,no,,,,,,,43,O,,,280,53,81,24.951,0.471,Good,,,,,,5/10/2024 15:16,,0,,,,,,,-2.5,0
1,5/10/2024 14:50,Cruickshank,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",530,Cardinal 10 m,SE,10,Depth,,,,,0,,,,,,,,,O,,,,,,,,Good,,,,,,5/10/2024 15:16,,0,,,,,,,7.07,-7.07
1,5/10/2024 16:11,Cruickshank,Bf am ak,RT4,CHRL 1,218 deg (S ish) up road to corner. 38 deg downroad (pseudo N). Road transect.,1840,Road Transect,S,10,Density,5/10/2024 16:16,,0,2160,56,no,,,,,,,50,O,,,320,56,89,28.515,0.509,Good,,,,,,,,1136.8671,WGS84,,Stonex,3/17/2023,,RTK FIXED,330059.5133,5504413.898
1,5/10/2024 16:11,Cruickshank,Bf am ak,RT4,CHRL 1,218 deg (S ish) up road to corner. 38 deg downroad (pseudo N). Road transect.,1840,Road Transect,S,5,Density,5/10/2024 16:17,,0,2180,80,no,,,,,,,65,O,,,340,80,81,30.297,0.379,Good,,,,,,,,1136.8671,WGS84,,Stonex,3/17/2023,,RTK FIXED,330059.5133,5504418.898
1,5/10/2024 16:11,Cruickshank,Bf am ak,RT4,CHRL 1,218 deg (S ish) up road to corner. 38 deg downroad (pseudo N). Road transect.,1840,Road Transect,N,2.5,Depth,5/10/2024 16:19,96,,,96,,,,,,,,,O,,,,,,,,Good,,,,,,,,1136.8671,WGS84,,Stonex,3/17/2023,,RTK FIXED,330059.5133,5504426.398
1,5/10/2024 16:11,Cruickshank,Bf am ak,RT4,CHRL 1,218 deg (S ish) up road to corner. 38 deg downroad (pseudo N). Road transect.,1840,Road Transect,N,5,Depth,5/10/2024 16:19,101,,,101,,,,,,,,,O,,,,,,,,Good,,,,,,,,1136.8671,WGS84,,Stonex,3/17/2023,,RTK FIXED,330059.5133,5504428.898
1,5/10/2024 16:11,Cruickshank,Bf am ak,RT4,CHRL 1,218 deg (S ish) up road to corner. 38 deg downroad (pseudo N). Road transect.,1840,Road Transect,Centre,,Density,5/10/2024 16:19,,0,2350,91,no,,,,,,,80,O,,,510,91,88,45.446,0.499,Good,,,,,,,,1136.8671,WGS84,,Stonex,3/17/2023,,RTK FIXED,,
1,5/10/2024 16:11,Cruickshank,Bf am ak,RT4,CHRL 1,218 deg (S ish) up road to corner. 38 deg downroad (pseudo N). Road transect.,1840,Road Transect,N,7.5,Depth,5/10/2024 16:20,115,,,115,,,,,,,,,O,,,,,,,,Good,,,,,,,,1136.8671,WGS84,,Stonex,3/17/2023,,RTK FIXED,330059.5133,5504431.398
1,5/10/2024 16:11,Cruickshank,Bf am ak,RT4,CHRL 1,218 deg (S ish) up road to corner. 38 deg downroad (pseudo N). Road transect.,1840,Road Transect,N,10,Depth,5/10/2024 16:20,93,,,93,,,,,,,,,O,,,,,,,,Good,,,,,,,,1136.8671,WGS84,,Stonex,3/17/2023,,RTK FIXED,330059.5133,5504433.898
1,5/10/2024 16:11,Cruickshank,Bf am ak,RT4,CHRL 1,218 deg (S ish) up road to corner. 38 deg downroad (pseudo N). Road transect.,1840,Road Transect,S,2.5,Depth,5/10/2024 16:21,89,,,89,,,,,,,,,O,,,,,,,,Good,,,,,,,,1136.8671,WGS84,,Stonex,3/17/2023,,RTK FIXED,330059.5133,5504421.398
1,5/10/2024 16:11,Cruickshank,Bf am ak,RT4,CHRL 1,218 deg (S ish) up road to corner. 38 deg downroad (pseudo N). Road transect.,1840,Road Transect,N,5,Density,5/10/2024 16:21,,0,2380,98,,,,,,,,90,O,,,540,98,92,48.119,0.491,Good,,,,,,,,1136.8671,WGS84,,Stonex,3/17/2023,,RTK FIXED,330059.5133,5504428.898
1,5/10/2024 16:11,Cruickshank,Bf am ak,RT4,CHRL 1,218 deg (S ish) up road to corner. 38 deg downroad (pseudo N). Road transect.,1840,Road Transect,S,7.5,Depth,5/10/2024 16:22,86,,,86,,,,,,,,,O,,,,,,,,Good,,,,,,,,1136.8671,WGS84,,Stonex,3/17/2023,,RTK FIXED,330059.5133,5504416.398
1,5/10/2024 16:11,Cruickshank,Bf am ak,RT4,CHRL 1,218 deg (S ish) up road to corner. 38 deg downroad (pseudo N). Road transect.,1840,Road Transect,S,10,Depth,5/10/2024 16:22,54,,,54,,,,,,,,,O,,,,,,,,Good,,,,,,,,1136.8671,WGS84,,Stonex,3/17/2023,,RTK FIXED,330059.5133,5504413.898
1,5/10/2024 16:11,Cruickshank,Bf am ak,RT4,CHRL 1,218 deg (S ish) up road to corner. 38 deg downroad (pseudo N). Road transect.,1840,Road Transect,N,10,Density,5/10/2024 16:23,,0,2290,85,no,,,,,,,70,O,,,450,85,82,40.1,0.472,Good,,,,,,,,1136.8671,WGS84,,Stonex,3/17/2023,,RTK FIXED,330059.5133,5504433.898
1,5/10/2024 11:23,Cruickshank,"RW, SM, LM",S1A,MOE 1,New tubes no name,2900,Cardinal 10 m,N,10,Depth,5/10/2024 11:25,190,,,190,,,,,,,,,O,,,,,,,,Good,,,,,,5/10/2024 19:47,,1604.724,WGS84,,Stonex,3/15/2023,,RTK FIXED,327849.2,5504168
1,5/10/2024 11:23,Cruickshank,"RW, SM, LM",S1A,MOE 1,New tubes no name,2900,Cardinal 10 m,N,7.5,Depth,5/10/2024 11:26,192,,,192,,,,,,,,,O,,,,,,,,Good,,,,,,5/10/2024 19:47,,1604.724,WGS84,,Stonex,3/15/2023,,RTK FIXED,327849.2,5504165.5
1,5/10/2024 11:23,Cruickshank,"RW, SM, LM",S1A,MOE 1,New tubes no name,2900,Cardinal 10 m,N,5,Depth,5/10/2024 11:28,225,,,225,,,,,,,,,O,,,,,,,,Good,,,,,,5/10/2024 19:47,,1604.724,WGS84,,Stonex,3/15/2023,,RTK FIXED,327849.2,5504163
